complex_id,label
7Q84_A_17165,0
3VG9_A_12278,1
1R02_A_16538,0
5CJ6_A_13706,1
8GOD_A_3472,0
3VG9_A_17597,0
3HI7_A_16872,1
3IBD_A_7123,1
4ZEL_A_23250,0
1EE2_B_4314,0
3TJS_A_22083,1
1MVS_A_8258,1
4BKE_A_6969,0
1CA3_A_18020,1
3VW7_A_21139,0
3I6W_A_4030,0
3O8Y_A_21051,1
2HI4_A_27234,1
1R9O_A_22885,1
1ACB_E_18109,1
4QGK_A_24456,1
8B04_A_18776,1
3TJS_A_17934,1
1R9O_A_25175,1
9LDB_A_11773,1
6SUK_A_14936,1
3TTI_A_22770,1
1B3O_A_18,1
1R9O_A_14881,1
3TJS_A_21090,1
3DDU_A_15601,0
3PM0_A_9183,1
3TJS_A_7601,1
5MVZ_U_25761,0
1FGG_A_15818,1
2CW6_A_6320,0
5N3W_A_9076,1
1R9O_A_7860,0
5N3W_A_5671,0
5WH6_A_10517,1
1CA3_A_10801,0
3TJS_A_1483,1
3F3Y_A_25977,0
1CA3_A_2655,1
5IZQ_A_21877,0
2IIK_A_11642,0
5VOD_L_3656,0
4D6T_H_14416,1
4V24_A_17623,0
3TJS_A_85,1
7YAN_A_12143,1
4D6U_D_16009,1
1Z8D_A_7410,0
1PQ2_A_26977,1
7YAN_A_9624,1
1R9O_A_3665,1
2XRF_A_4296,0
1OE9_B_21774,0
2OXE_A_14671,0
7LAD_A_2852,0
5CJ6_A_22177,1
1YZG_A_22418,0
1LPQ_A_15096,0
2BXR_A_3170,1
1II4_A_6619,0
1JVD_A_18539,1
2I99_A_22084,0
1AII_A_1750,0
1UMY_A_1791,0
8D3J_A_8608,0
3O4R_A_19509,0
6O60_B_19899,0
1WMA_A_25340,1
1FUJ_A_16306,0
5KNN_A_4751,1
4S0S_A_27121,1
1PQ2_A_25062,1
3TJS_A_8644,1
6CER_B_9613,0
7UT0_A_8878,0
6UP1_A_10764,1
6OP0_A_3719,0
6SE3_A_7728,0
1X9D_A_13605,1
5KXI_A_542,1
4QGK_A_25380,0
3KLR_A_19847,0
3TJS_A_19503,1
3IBD_A_17455,1
3TJS_A_17076,1
1J3S_A_5931,1
7LAD_A_10461,1
2K21_A_10882,1
3TJS_A_6134,1
1PQ2_A_3339,1
4NDN_A_2561,0
1OHV_A_26991,0
6CQ6_A_3486,1
1LPQ_A_25799,0
1J3S_A_3745,0
7MLH_A_18836,0
2HQU_A_5990,0
2BXR_A_13441,0
1R9O_A_21697,1
2XSX_A_10148,0
2BXR_A_7271,1
3TJS_A_11176,1
7LAD_A_72,1
4Y62_A_3276,1
5OQT_A_10622,0
3TJS_A_5536,0
2L73_A_3121,0
1KFU_S_10334,0
5DYH_A_7024,0
3TJS_A_24734,1
1B6C_B_13509,0
7YIV_A_5126,1
7Y0A_A_26783,1
7YAN_A_23926,1
5IFI_A_2113,0
4R0B_A_15599,1
2HI4_A_22261,1
4Z32_A_319,1
2W6E_G_19884,1
2VCQ_A_19655,1
2JEV_A_4677,0
3GYL_B_3906,0
2F7E_E_2802,1
1R9O_A_21431,1
2HI4_A_6642,1
2C3N_A_57,0
4J15_A_22226,0
1R9O_A_13272,1
1L9X_A_1591,0
3IBD_A_6133,1
2ON3_A_2714,0
8GK3_A_8323,1
5IEG_A_3480,0
1R9O_A_7460,1
3PM0_A_15514,1
1EL3_A_20199,1
4XPB_A_11023,1
4R0B_A_6861,0
7LAD_A_17818,1
6OAU_A_8961,0
7SQM_A_11270,1
7RTG_A_25274,0
8GK3_A_4141,1
2Z7Q_A_21337,1
8GK3_A_8630,1
2I47_A_23516,1
1R9O_A_13644,1
7YAN_A_15178,0
3N9Y_A_19723,0
4IG8_A_894,0
1B6C_B_17731,1
4D6U_D_17271,1
3OLD_A_11996,0
3N9Y_A_1016,0
5FA6_A_8401,1
1R9O_A_25179,1
5NHG_A_26215,0
2E2R_A_741,1
1PQ2_A_13653,1
5JLH_F_27017,0
7YAN_A_8504,1
6KUW_A_8381,1
5CJ6_A_27325,1
8GOD_A_5778,0
2QHM_A_24934,1
1CA3_A_3153,1
3R7G_A_572,0
5ZNF_A_3449,0
2W6E_D_16265,0
4OE5_A_25565,0
2HI4_A_12421,1
4CQL_A_17644,0
1LPQ_A_27094,0
1CA3_A_27235,1
3TTI_A_17866,1
5KNN_A_9990,0
6UP1_A_21634,1
3TJS_A_16527,1
4TPK_A_23267,1
4ZEL_A_9107,1
1ZW5_A_17329,1
11GS_A_7275,1
1ZNC_A_21470,0
3DDU_A_14033,1
3RUK_A_24739,1
1RNF_A_25193,0
3TJS_A_1433,1
6WCV_A_12218,0
2HI4_A_5249,1
5VOD_L_9809,1
1CI6_A_10284,0
3I2B_A_19491,0
3TJS_A_15699,1
2L0P_A_19409,0
3KLR_A_16661,0
4MJO_A_493,0
1R9O_A_3711,1
3OZZ_B_24151,1
4CT4_B_26311,0
4QQC_A_17193,0
1L9L_A_17547,0
3TJS_A_21805,1
7YAN_A_20731,0
3TJS_A_411,1
2Q5G_A_13424,1
3TTI_A_12249,1
4CT4_B_15230,0
3O4R_A_4204,0
1T2K_D_2384,0
1R9O_A_30,1
1GRN_A_5338,0
2QHM_A_8332,1
3ZYQ_A_18682,0
7LAD_A_16227,1
1APS_A_23770,0
3TJS_A_2672,1
1CA3_A_17451,1
4HU1_A_27022,0
1PBH_A_21387,1
4QGK_A_9838,0
1RON_A_19009,0
1R9O_A_8954,1
3NH4_A_4312,0
5BWA_B_12970,0
5MVZ_U_5496,0
3MTL_A_10503,0
4TPK_A_2936,0
4DC2_A_19356,0
6CGC_A_19172,1
4AOH_A_7523,0
1YB1_A_16175,1
2HI4_A_23822,0
1L9L_A_8885,0
2Z7Q_A_26308,0
2OKK_A_16392,0
2W6E_G_17298,1
6OP0_A_2931,0
6P5M_A_11602,0
1R9O_A_703,1
11GS_A_10857,1
6WCV_B_8891,0
6FWU_A_13084,0
1R9O_A_19371,1
4K2R_A_23231,0
1CA3_A_688,1
2F7E_E_6491,1
6X0S_A_24906,0
2HI4_A_23827,1
6KUW_A_9828,1
1SQN_A_10652,0
1V95_A_17944,0
8Q61_A_5400,0
2ZB2_A_23040,1
7YAN_A_1736,0
1OKC_A_3362,0
1N4H_A_16763,0
3TJS_A_27341,1
3O4R_A_8098,0
1PQ2_A_16724,1
7WT2_A_13504,0
2M9G_A_1330,1
1R9O_A_24155,1
2VWU_A_11391,0
6F34_A_1278,0
1OKC_A_9616,0
6CER_B_4253,0
7YAN_A_24950,1
7LAD_A_14703,1
2HI4_A_26796,1
1MVS_A_24212,1
5WKP_A_70,0
2Q32_A_15798,1
1CA3_A_3087,1
4XPB_A_17724,1
6Y35_C_17079,0
3ELP_A_16516,0
3DDU_A_18273,0
2ZB2_A_10833,0
3TJS_A_12377,1
4UEX_A_6931,0
3TJS_A_27311,1
1DQ8_A_9696,1
7MLH_A_173,0
1PQ2_A_17841,1
1KZW_A_7494,1
1OKC_A_10233,0
1EL3_A_6542,1
8ESF_A_888,0
1PQ2_A_25880,1
1AII_A_12563,0
2MZE_A_6102,0
4QQC_A_22214,1
6CGC_A_16493,1
6Q8Z_A_24830,1
6S8L_B_11546,0
1R9O_A_3461,1
1FGG_A_5854,0
2N02_A_6269,1
2ZB2_A_15749,0
6V6Q_A_23057,1
2KVU_A_11519,0
3TJS_A_184,1
1VL8_A_2812,0
5KZW_A_16644,0
2HI4_A_4905,1
3TJS_A_2145,1
1PQ2_A_3536,1
5WH6_A_10947,1
2QHM_A_26282,1
5JNR_A_15675,0
1FR8_A_18217,1
3N9Y_A_4313,0
3PM0_A_27025,1
2HI4_A_12492,1
2HI4_A_14482,1
1KWP_A_21734,0
5WH6_A_6460,1
6XFQ_G_1603,0
7QGM_A_11448,0
6LHM_A_10985,0
8Q61_A_4480,1
4DC2_A_17317,0
3U9S_A_1957,0
3C0Y_A_22323,0
6RNK_A_9953,0
6SUK_A_14041,1
4D6T_H_15690,1
1CA3_A_869,1
7LAD_A_11005,1
1A27_A_1389,0
3TJS_A_638,1
6E5B_N_17386,0
7BY1_A_205,0
1R9O_A_10572,1
1ZNC_A_25060,1
1AII_A_22436,0
1JO6_A_21689,0
4UYB_A_25524,0
3VG9_A_18025,0
5JK7_D_21030,0
4XPB_A_23755,1
1NE7_A_313,0
5N6R_A_7142,0
2F7E_E_9830,1
7YAN_A_11746,1
6NUI_A_8929,0
1EE2_B_19559,0
5LJB_A_20125,0
4QUV_A_22012,0
3VG9_A_17948,1
3TJS_A_18044,1
1SQN_A_19200,1
1AII_A_26802,0
3ECM_A_649,1
1OHV_A_17674,1
1B6C_B_7399,1
1EL3_A_9584,1
3TJS_A_22695,1
3TJS_A_21300,1
8Q61_A_5397,1
4D6U_D_2626,1
3IBD_A_16688,1
6U3E_A_25434,0
7JTN_A_19881,1
6WCV_B_915,0
4DA5_A_9577,0
5IEG_A_12903,0
3TJS_A_3547,1
8ELC_A_4232,0
3IBD_A_6450,1
3TTI_A_17093,0
2HI4_A_24647,1
5BWA_B_18334,1
6FX0_A_5562,1
2CZH_A_23240,0
3P1M_A_3132,0
5IJT_A_13518,0
4ZVV_A_8805,0
8Q61_A_4959,0
2XX3_A_321,0
2VCQ_A_19929,1
4V24_A_12002,0
3ICH_A_19775,0
1PQ2_A_3886,1
1MVS_A_816,1
1HKB_A_1480,0
3IBD_A_25617,1
1OPK_A_18874,0
5LA4_A_21582,0
1I1N_A_7324,0
4FL2_A_1197,0
1R9O_A_8409,1
2ZB2_A_4921,1
4ZVV_A_17405,1
8GK3_A_13113,1
2XRF_A_14133,0
1OLM_A_8571,0
2YXT_A_19702,0
1R9O_A_14240,1
4TPK_A_18626,1
8X23_A_11461,0
5CJ6_A_23556,1
6KZB_A_2540,0
3OQ5_A_15800,1
3WYG_D_25700,0
2HI4_A_2643,1
6X0S_A_16706,0
4AGC_A_16623,1
6E5B_H_18743,0
1M6D_A_21084,1
1WMA_A_17419,0
3OLD_A_19812,1
3C3U_A_11579,0
6F34_A_25659,1
2HI4_A_1186,1
1B6A_A_4693,1
4ZEL_A_20899,1
3IG5_A_26515,0
2HI4_A_6270,1
2F7E_E_1778,1
1P4R_A_26271,1
6HPO_A_20780,0
1JXV_A_3603,1
1Z8D_A_4426,1
3TJS_A_2114,1
2VWU_A_722,0
1OKC_A_803,1
1W6U_A_20921,1
1CA3_A_2330,1
2OKK_A_1696,0
3ECM_A_292,0
5UE2_A_2773,0
5TC0_A_10561,0
1JHB_A_25840,0
6OP0_A_14108,0
3IBD_A_934,1
1Z8D_A_17044,1
2I47_A_17318,1
3IBD_A_26774,1
2VXO_A_10898,1
3I2B_A_9127,0
1PQ2_A_1119,1
3TJS_A_16062,1
8C9E_A_15080,0
3IBD_A_21225,1
7LAD_A_21955,1
3IBD_A_10027,1
2F7E_E_10981,0
3TJS_A_5584,1
7YAN_A_18249,1
4DA5_A_18002,0
2W6E_D_22049,1
3TJS_A_15183,1
3TJS_A_20885,1
1YB5_A_5395,1
3OLD_A_18152,0
4GRW_B_5934,0
2HI4_A_10534,1
4GRI_A_19545,0
6CER_B_1192,0
1WVA_A_20258,1
1URL_A_2660,0
7RTG_A_26808,1
4HT2_A_25299,0
8GK3_A_27041,1
1PBH_A_20674,0
7LAD_A_4591,1
3TTI_A_12364,1
1A2X_A_11800,0
1ZNC_A_23615,1
5UQS_A_5185,1
4OLI_A_24425,0
1Z8D_A_2520,1
1Z8D_A_10088,1
3IBD_A_24788,1
3IBD_A_16908,1
5M8Q_A_19578,0
2C9Y_A_3069,1
6RV2_A_25254,0
2N02_A_15010,0
1JXV_A_17719,1
6G6W_A_10161,0
1KAO_A_12312,1
5KXI_B_18179,1
4LIQ_E_16328,1
1EE2_B_12191,1
5XAF_E_2203,1
2GER_A_27328,1
4ZEL_A_18949,0
1I1N_A_6288,0
3TJS_A_3576,1
3TJS_A_17251,1
2VCQ_A_26148,0
6AGV_A_26746,1
4YC6_A_14641,0
4MJO_A_20213,1
1R9O_A_18167,1
1R9O_A_20221,1
4GRI_A_7239,0
1SWX_A_13715,1
7MJC_A_2469,0
2HI4_A_22583,1
3RZL_A_7432,0
6V6Q_A_10988,1
4LIQ_E_19641,0
6E5B_N_9981,0
3TJS_A_2334,1
7EAT_A_21593,0
1HE2_A_21936,1
3Q18_A_15438,0
3C49_A_21847,0
5ZNF_A_1447,0
3TJS_A_7507,1
2HI4_A_8831,1
1R79_A_12654,0
1PQ2_A_3713,1
5WH6_A_14103,1
2BXR_A_26110,1
6PLF_A_2359,0
1RNF_A_14532,0
6Q8Z_A_1337,0
1OKC_A_1593,0
7LAD_A_20640,1
1JO6_A_22979,0
4J15_A_12203,0
3OLD_A_12240,1
7YAN_A_20702,1
2KS9_A_18613,1
2HI4_A_25956,1
3TJS_A_5601,1
4Q95_A_11916,0
7YAN_A_10294,1
6Q89_A_7430,0
5CJ6_A_17446,1
3TJS_A_10228,1
4Y62_A_18048,1
6CQ6_A_13311,0
7YAN_A_3637,1
7RTG_A_14183,1
5TP0_A_17742,1
3TJS_A_11079,1
5OQT_A_27008,0
7YAN_A_15277,1
6OB6_A_23461,0
7YAN_A_20907,1
2HI4_A_103,1
1MVS_A_14719,1
8GOD_A_13749,0
8Q61_A_15040,1
6AT5_A_13529,0
6OAU_A_22443,0
3WYG_D_23714,1
4TPK_A_1889,0
7YAN_A_26362,1
3TJS_A_21912,1
4FU4_A_16926,1
2HI4_A_11810,1
4XPB_A_13020,0
7LAD_A_20643,1
8B04_A_12894,1
7LAD_A_1888,1
3GYL_B_7449,0
5MSC_A_19919,0
3I2B_A_22880,0
2W6E_G_17974,0
1MF8_B_16708,0
3MA2_A_10970,0
3TJS_A_10302,1
1T2K_D_14399,0
2I47_A_15525,0
3TJS_A_10568,1
6CFO_A_5836,0
3TJS_A_19821,1
3R1N_A_14059,0
4UYB_A_6928,0
3TJS_A_15651,1
6AT5_A_4991,0
1X9D_A_3259,0
6U3E_A_16550,1
8U2T_A_23601,0
7YAN_A_13161,1
5HK1_A_16209,0
8Q61_A_15003,1
3IBD_A_12451,1
2ZZ0_A_1224,0
2PME_A_27296,1
5XIX_A_16572,0
5MO4_A_17785,0
1B3O_A_19645,0
3TJS_A_4758,1
1NE7_A_614,1
3TJS_A_22994,1
3TJS_A_20680,1
8GK3_A_11497,1
1DQ8_A_9586,1
3R7G_A_2375,0
2I47_A_11720,0
4MJO_A_467,0
2HI4_A_12495,1
4NDN_A_13804,0
7CLI_A_21911,0
5LA4_A_24173,0
2HI4_A_3152,1
3TJS_A_308,1
1B6C_B_25555,0
4XPB_A_5788,1
2F7E_E_2704,1
5UQS_A_10544,0
4D6T_H_13196,0
6JOD_A_6698,1
6EIX_A_23739,0
3DLX_A_1885,0
3TJS_A_13612,1
1RON_A_26961,0
6RNK_A_5378,0
1OHV_A_10649,1
3DSL_A_24606,1
2HRB_A_17594,0
6U3E_A_14550,0
3KLR_A_21799,0
2F7E_E_15448,0
3U9S_A_14467,0
2QHM_A_21003,1
4AF3_A_22686,0
1B6C_B_11967,1
4AGC_A_18817,1
1R9O_A_12714,1
1PQ2_A_12950,1
5WH6_A_1158,1
1YXM_A_10642,0
6NT2_A_10735,0
4TPK_A_9562,1
4ZVV_A_22055,0
1R9O_A_6765,1
4UHW_A_7751,0
5IFI_A_3673,1
6WCV_B_25386,0
8B04_A_19012,1
6T13_A_5904,0
1PQ2_A_14316,1
2Q8F_A_20791,0
1KWP_A_9120,1
3TJS_A_14706,1
5M8Q_A_7351,0
1R9O_A_20499,1
2OKJ_A_5559,0
6U3E_A_11861,0
3TJS_A_12748,1
1SQN_A_11253,0
6KZB_A_3015,0
3TJS_A_20336,1
3IBD_A_19151,1
5JK7_D_16913,0
6OP0_A_13456,1
2B39_A_4870,0
1CA3_A_25012,1
1R9O_A_24222,1
1OAT_A_5364,0
8GOD_A_7500,1
3DLX_A_13673,0
3TTI_A_20549,1
3TJS_A_4863,1
1PQ2_A_27120,1
4LIQ_E_9718,1
2HI4_A_3600,1
1A27_A_16609,0
2Q8F_A_18941,0
3E2Y_A_307,1
1R9O_A_700,1
3E4C_A_1958,1
8GK3_A_7225,1
5WZO_A_1547,1
1R9O_A_1322,1
6RV2_A_11644,0
1ZRH_A_19635,1
1N6U_A_10614,0
1Q3M_A_25113,1
3O8Y_A_18695,0
2W6E_G_7156,1
7LAD_A_1831,1
3TJS_A_19331,1
6FX0_A_13718,0
2OKK_A_2132,0
1OPK_A_20418,0
1EL3_A_7680,1
3DSL_A_23379,0
4DCH_A_14652,1
5UX4_A_11815,0
4R0B_A_4197,0
1KQN_A_630,0
8B04_A_2899,1
3TTI_A_4919,0
5GMM_A_14972,1
4MJO_A_9857,1
1PBH_A_21520,1
5EE5_B_11939,0
7BY1_A_2226,0
1TG6_A_12819,0
1ZNC_A_5937,1
1PQ2_A_10661,1
5U03_A_24816,1
5OQT_A_16443,1
7ZZO_A_9115,1
4GRW_B_11396,0
7YAN_A_27326,0
2HI4_A_45,1
3TJS_A_21491,1
3C49_A_636,0
2HI4_A_23410,1
1SEN_A_20842,1
2HI4_A_5951,1
3TJS_A_13552,1
1PQ2_A_9950,1
3F3Y_A_17553,0
6JOD_A_2909,0
2W6E_A_21191,1
5MVZ_U_21855,1
4NQA_A_15971,1
8GK3_A_20216,1
3GZC_A_7999,0
1AHW_C_10692,0
1BUH_B_20379,0
1PQ2_A_11729,1
6CGC_A_7807,0
6V06_A_19097,1
3TJS_A_2016,1
3TJS_A_8606,1
5N6R_A_6656,0
6JOD_A_20852,0
4WLJ_A_17890,1
4QGK_A_4974,0
2PQT_A_10961,0
2LUC_A_14216,0
4R0B_A_25587,0
3GQY_A_17516,0
4RM8_A_11858,0
6HN3_A_4323,0
1IWE_A_8452,1
4FU4_A_6072,0
2HI4_A_18181,1
1R9O_A_9701,1
2RJQ_A_13524,0
1N4H_A_22167,0
6V6Q_A_23301,1
7YAN_A_3541,0
4A5T_S_1539,0
1IL6_A_9783,0
2XE6_A_4343,1
1H4O_A_11839,1
1PQ2_A_2043,1
7LAD_A_3767,1
3PM0_A_22318,0
3C6G_A_22826,1
4P5W_A_12885,0
1DQ8_A_19154,1
3OQ5_A_23251,0
1ZNC_A_11899,0
3DDU_A_4525,0
6XFQ_G_3260,0
3N9Y_A_4315,0
6U3E_A_24094,0
1PQ2_A_8678,1
2DYB_A_6196,0
1CA3_A_12313,1
4ZEL_A_532,0
3C3U_A_732,0
7YAN_A_22509,0
11GS_A_19716,1
5GMM_A_23505,1
5MVZ_U_8981,1
6OAU_A_27356,0
6TOR_A_15380,1
5E13_A_21098,0
6KUW_A_22966,1
3IBD_A_22837,1
4V24_A_15898,0
5M8Q_A_4610,0
2YXT_A_1813,0
3O4R_A_8798,1
7BR3_A_5535,1
3DSL_A_8931,1
4NDN_E_23496,0
1Z8D_A_25545,1
1PQ2_A_13754,1
2QHM_A_10748,1
1M6D_A_6604,0
1HT0_A_15907,1
2M9G_A_9008,0
5GMM_A_21778,1
2H63_A_12725,0
6BRJ_A_18202,0
4AF3_A_22947,0
1C5G_A_19806,0
6RV2_A_6337,0
6CGC_A_6051,0
3OFM_A_12061,0
8U2T_A_25662,0
7JXG_A_4553,0
3IBD_A_8812,1
1SQN_A_7900,0
2QXG_A_16568,0
3IBD_A_8809,1
2ZB2_A_21000,1
5KXI_B_11798,0
6RV2_A_23387,0
2Z7Q_A_5301,0
7LAD_A_25425,1
8GOD_A_17895,1
1AII_A_6040,0
4G16_A_11238,0
3ECM_A_24757,0
2OKK_A_3451,0
2HI4_A_17550,1
2XIJ_A_17300,0
6KUW_A_56,1
1VZO_A_26602,0
3TJS_A_260,1
3HQD_A_20385,1
4G8A_A_13977,1
1CA3_A_14949,1
1AHW_C_22741,1
3O8Y_A_18344,1
4GDX_A_16321,0
5UX4_A_2762,1
7LAD_A_9413,1
1PQ2_A_4261,1
4Z32_A_8468,1
3TTI_A_17937,0
5FA6_A_13217,0
1L9L_A_10880,0
1CA3_A_13323,1
6IIE_A_19959,1
1PQ2_A_15492,1
2HI4_A_22121,1
3TJS_A_17828,1
3ELP_A_24841,1
4AF3_A_1374,0
1SQN_A_2546,0
3TJS_A_18032,1
4XSV_A_20905,0
1MVS_A_6411,1
3TJS_A_24529,1
2HI4_A_20812,1
2B3X_A_2917,0
1PQ2_A_15381,1
1HE2_A_13869,0
1LPQ_A_10873,1
4ZVV_A_21913,0
3TJS_A_19590,1
3ELP_A_8587,0
3ELO_A_24907,0
7LAD_A_13843,1
6OB6_A_10062,1
4X2Q_A_11434,0
2QHM_A_17884,1
1HE2_A_23456,0
1X6V_A_26693,0
1PQ2_A_14218,1
4PHC_A_10004,0
1TG6_A_27430,0
3PM0_A_961,1
2HI4_A_1280,1
7LAD_A_6324,1
1R9O_A_24585,1
5CJ6_A_17337,1
3NH4_A_23065,0
1JHB_A_26027,0
1APS_A_11080,0
1RXT_A_3897,0
2NA0_A_5085,1
7YAN_A_11743,0
4X2Q_A_25746,0
3TJS_A_20683,1
7LAD_A_23374,1
6OB6_A_11462,0
1R8Q_A_18208,0
3TJS_A_3000,1
2HI4_A_18584,1
1Z8D_A_22239,1
2E56_A_25779,0
4E5Y_A_11537,0
1R9O_A_4494,1
3VG9_A_2693,1
1JO6_A_18505,1
3TTI_A_1477,1
1C5G_A_23180,0
1PQ2_A_1651,1
6FWU_A_6105,0
3B6R_A_18221,0
4YVV_A_2118,0
3TJS_A_11820,1
1ZNC_A_12433,0
2HI4_A_25677,1
2F7E_E_27036,1
4DA5_A_2036,0
2W6E_D_8584,0
1DQ8_A_16383,1
1R9O_A_14568,1
4GRW_B_6968,0
3IBD_A_5653,1
2R37_A_3343,1
1H4O_A_27367,0
4BB5_A_16151,1
3TJS_A_16431,1
6RPC_A_1545,0
1B6A_A_23678,1
3TJS_A_26525,1
3O8Y_A_12346,0
1KWP_A_20434,0
2QHM_A_608,0
2JAM_A_20261,0
1X9D_A_17336,0
4J15_A_2716,0
2HQU_A_26401,0
3TJS_A_8118,1
3VW7_A_1454,0
6CGC_A_13516,0
3TJS_A_18499,0
1EZQ_A_11377,1
4TPK_A_883,1
6SW5_A_15237,1
3TJS_A_4486,1
3IBD_A_6824,1
6F34_A_12631,0
3IBD_A_23015,1
2K21_A_20854,0
3O8Y_A_16379,0
1RNF_A_20346,0
3IBD_A_10892,1
1B3O_A_980,0
1PBH_A_2452,1
3IBD_A_2345,1
1R9O_A_11930,1
3KQ0_A_21499,0
1WXA_A_3393,0
3RUK_A_18427,0
3TJS_A_16456,0
6HPO_A_9883,1
2COG_A_6093,1
3TJS_A_11101,1
5MO4_A_11788,0
6KZB_A_22925,0
1EL3_A_8550,1
2HI4_A_4712,0
1MVS_A_26755,1
4MJO_A_17480,0
3P1M_A_17702,1
2HI4_A_3457,1
6SE3_A_16893,0
1PQ2_A_7913,1
7YAN_A_5590,0
1PQ2_A_16274,1
2HI4_A_8976,1
5FA6_A_13981,1
2ZZ0_A_14385,0
3TJS_A_6948,1
1DQ8_A_18798,1
6AT5_A_17621,0
3TJS_A_10825,1
7YAN_A_12995,0
2QXG_A_14599,0
6EHA_A_19536,0
1R9O_A_13974,1
1KAO_A_2526,0
7BY1_A_8312,0
3TJS_A_6641,1
6U3E_A_8725,0
3TJS_A_16537,1
2OL2_A_25364,0
1R9O_A_12394,1
5IZQ_A_3460,0
6PLF_A_26183,0
6EIX_A_12969,0
3MA2_A_9310,0
7CLI_A_8364,0
2HI4_A_16170,1
4ZNE_A_10226,0
1R9O_A_26225,1
2LUC_A_26940,0
7LAD_A_22624,1
1EE2_B_5711,1
6OB6_A_9854,1
3QM4_A_22127,1
1PQ2_A_13041,1
5UE2_A_21309,0
2QHM_A_1411,1
1K7L_A_20565,1
4UYB_A_5852,0
4D6Z_A_10071,0
1R9O_A_9155,1
1PQ2_A_4840,1
1R9O_A_7286,1
1R9O_A_1234,1
1T27_A_25235,0
4HU1_A_7520,1
