complex_id,label
1MVS_A_3427,1
1MVS_A_3331,1
1MVS_A_4016,1
1MVS_A_14719,1
1MVS_A_17618,1
1MVS_A_18106,1
1MVS_A_1672,1
1MVS_A_25750,1
1MVS_A_3731,1
1MVS_A_14674,1
1MVS_A_17764,1
1MVS_A_15686,1
1MVS_A_10282,1
1MVS_A_21735,0
1MVS_A_24212,1
1MVS_A_5828,0
1MVS_A_20523,1
1MVS_A_8258,1
1MVS_A_816,1
1MVS_A_21359,1
1MVS_A_5999,1
1MVS_A_15246,1
1MVS_A_21436,1
1MVS_A_25329,1
1MVS_A_1552,1
1MVS_A_21845,1
1MVS_A_8194,0
1MVS_A_6411,1
1MVS_A_10470,1
1MVS_A_21928,1
1MVS_A_26500,1
1MVS_A_26755,1
1MVS_A_537,1
7RTG_A_12184,1
7RTG_A_26820,0
7RTG_A_15793,1
7RTG_A_23168,1
7RTG_A_3063,1
7RTG_A_25274,0
7RTG_A_19852,0
7RTG_A_11997,1
7RTG_A_11456,1
7RTG_A_14084,1
7RTG_A_1029,1
7RTG_A_27136,1
7RTG_A_14806,0
7RTG_A_27189,1
7RTG_A_23106,1
7RTG_A_10758,1
7RTG_A_14306,1
7RTG_A_12997,1
7RTG_A_9661,1
7RTG_A_1584,1
7RTG_A_19965,0
7RTG_A_6880,0
7RTG_A_26808,1
7RTG_A_1149,1
7RTG_A_19060,0
7RTG_A_8713,1
7RTG_A_14183,1
7RTG_A_9782,1
7RTG_A_13259,1
3P1M_A_18992,0
3P1M_A_10674,0
3P1M_A_22036,0
3P1M_A_25927,0
3P1M_A_3132,0
3P1M_A_5461,0
3P1M_A_17702,1
8FXS_A_4800,0
8FXS_A_18762,0
8FXS_A_12733,0
8FXS_A_22774,0
8FXS_A_26821,1
8FXS_A_770,0
8FXS_A_19837,0
8FXS_A_19107,0
1GRN_A_15312,1
1GRN_A_14081,0
1GRN_A_14054,0
1GRN_A_23479,0
1GRN_A_22193,1
1GRN_A_6026,0
1GRN_A_14537,0
1GRN_A_10396,0
1GRN_A_12308,0
1GRN_A_5338,0
5KZW_A_8780,0
5KZW_A_20614,0
5KZW_A_3402,0
5KZW_A_5457,0
5KZW_A_16644,0
5KZW_A_2881,1
5KZW_A_25621,1
4E5Y_A_9647,0
4E5Y_A_11201,1
4E5Y_A_14978,0
4E5Y_A_6667,0
4E5Y_A_10238,0
4E5Y_A_11537,0
4E5Y_A_4817,0
2ZZ0_A_14385,0
2ZZ0_A_19285,0
2ZZ0_A_1224,0
2ZZ0_A_18877,1
2ZZ0_A_7303,0
2ZZ0_A_9721,1
2ZZ0_A_18956,1
2ZZ0_A_2992,0
2ZZ0_A_3489,1
2ZZ0_A_8126,0
2ZZ0_A_7663,1
2ZZ0_A_11308,1
1JXV_A_3603,1
1JXV_A_7993,1
1JXV_A_26822,1
1JXV_A_16746,1
1JXV_A_18465,1
1JXV_A_12542,1
1JXV_A_17719,1
1JXV_A_9487,0
1JXV_A_6198,1
1JXV_A_10679,1
1JXV_A_18004,1
1JXV_A_16250,0
1JXV_A_19513,1
1JXV_A_12716,0
1JXV_A_23978,1
1JXV_A_22164,0
1JXV_A_26902,1
1JXV_A_4874,0
1JXV_A_7232,1
1JXV_A_10005,0
1JXV_A_19166,0
1JXV_A_17299,0
6QMR_A_4259,0
6QMR_A_16980,1
6QMR_A_4948,0
6QMR_A_25946,0
6QMR_A_6098,0
6QMR_A_13616,0
6QMR_A_11257,1
6QMR_A_13174,0
6QMR_A_15639,0
8Q61_A_5397,1
8Q61_A_18578,0
8Q61_A_15040,1
8Q61_A_15003,1
8Q61_A_8657,0
8Q61_A_4959,0
8Q61_A_12869,0
8Q61_A_4480,1
8Q61_A_23219,0
8Q61_A_5400,0
8Q61_A_17458,0
8Q61_A_17957,0
4YVV_A_13236,1
4YVV_A_21423,1
4YVV_A_10979,1
4YVV_A_3735,1
4YVV_A_15590,1
4YVV_A_18583,0
4YVV_A_12286,1
4YVV_A_23169,0
4YVV_A_3799,0
4YVV_A_17870,0
4YVV_A_20298,1
4YVV_A_4060,0
4YVV_A_2310,0
4YVV_A_4004,1
4YVV_A_23406,1
4YVV_A_2118,0
1C5G_A_11096,0
1C5G_A_16103,0
1C5G_A_3164,1
1C5G_A_13904,0
1C5G_A_19806,0
1C5G_A_23180,0
1C5G_A_15124,0
2QXG_A_14599,0
2QXG_A_2095,0
2QXG_A_1,0
2QXG_A_981,1
2QXG_A_1008,0
2QXG_A_16568,0
1HE2_A_7207,0
1HE2_A_20528,1
1HE2_A_13869,0
1HE2_A_21936,1
1HE2_A_23833,0
1HE2_A_3473,0
1HE2_A_23456,0
1HE2_A_23477,0
1HE2_A_1193,1
1HE2_A_16036,1
1HE2_A_11126,1
1HE2_A_12003,1
1HE2_A_7218,0
1HE2_A_7614,1
2RJQ_A_24426,1
2RJQ_A_22152,0
2RJQ_A_5583,0
2RJQ_A_13252,0
2RJQ_A_10671,1
2RJQ_A_13524,0
2RJQ_A_3615,0
1UR6_A_7070,1
1UR6_A_19684,0
1UR6_A_27110,0
1UR6_A_9955,0
1UR6_A_19231,0
1UR6_A_14172,0
1UR6_A_25905,0
1YB1_A_11246,0
1YB1_A_16175,1
1YB1_A_25944,0
2VCQ_A_18752,0
2VCQ_A_6117,0
2VCQ_A_19929,1
2VCQ_A_19666,1
2VCQ_A_22779,1
2VCQ_A_23959,0
2VCQ_A_12154,1
2VCQ_A_14426,1
2VCQ_A_9800,1
2VCQ_A_27347,0
2VCQ_A_21568,0
2VCQ_A_19785,0
2VCQ_A_19655,1
2VCQ_A_2562,0
2VCQ_A_5748,0
2VCQ_A_26309,0
2VCQ_A_26148,0
2VCQ_A_4538,1
2VCQ_A_23245,1
2VCQ_A_18901,1
2KS9_A_15924,0
2KS9_A_26049,0
2KS9_A_22646,0
2KS9_A_18613,1
2KS9_A_8947,0
2KS9_A_1624,0
2KS9_A_15547,0
4C2X_A_20262,0
4C2X_A_2889,0
4C2X_A_19667,1
4C2X_A_6469,1
4C2X_A_7693,1
4C2X_A_24310,1
4C2X_A_14187,0
3DDU_A_8639,0
3DDU_A_7418,0
3DDU_A_4525,0
3DDU_A_18838,1
3DDU_A_3955,0
3DDU_A_10325,0
3DDU_A_5357,1
3DDU_A_14033,1
3DDU_A_3826,1
3DDU_A_15601,0
3DDU_A_25518,1
3DDU_A_22940,0
3DDU_A_11982,1
3DDU_A_13141,0
3DDU_A_2878,1
3DDU_A_11020,0
3DDU_A_18273,0
2IIP_A_2392,0
2IIP_A_16833,0
2IIP_A_9787,0
2IIP_A_12740,0
2IIP_A_13293,0
